"","X","DRUG","CName","PName","cc_predict...2.","cc_real...2.","Acta_Normal"
"453",9,"Nutlin-3","HPAFII_PANCREAS","HPAF-II",-0.677217848451964,0.204408051217509,0.204408051217509
"454",10,"Nutlin-3","HS746T_STOMACH","Hs 746T",-0.68827128116813,0.0903090981218213,0.0903090981218213
"455",11,"Nutlin-3","ISTMES2_PLEURA","IST-MES2",-0.692697248629688,-0.626079504657741,-0.626079504657741
"456",12,"Nutlin-3","JHH5_LIVER","JHH-5",-0.662762290317331,-0.882122217790741,-0.882122217790741
"457",13,"Nutlin-3","KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","KARPAS-299",-0.624478561974378,-0.854277410849115,-0.854277410849115
"458",14,"Nutlin-3","KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","KARPAS-422",-0.591408787316085,-0.701584260225034,-0.701584260225034
"459",15,"Nutlin-3","KELLY_AUTONOMIC_GANGLIA","KELLY",-0.633087668983211,-0.824425187593092,-0.824425187593092
"460",16,"Nutlin-3","KMBC2_URINARY_TRACT","KMBC-2",-0.674250855927831,-0.774822578018009,-0.774822578018009
"461",17,"Nutlin-3","KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","KMM-1",-0.6403416164726,-0.71589519588573,-0.71589519588573
"462",18,"Nutlin-3","KURAMOCHI_OVARY","KURAMOCHI",-0.665509305347198,0.138746111127255,0.138746111127255
"463",19,"Nutlin-3","L33_PANCREAS","L3.3",-0.686698383430645,-0.752222955639806,-0.752222955639806
"464",20,"Nutlin-3","L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","L-363",-0.624482486908917,-0.49313674035272,-0.49313674035272
"465",21,"Nutlin-3","LS513_LARGE_INTESTINE","LS513",-0.657244213834442,-0.00675919398398754,-0.00675919398398754
"466",22,"Nutlin-3","MDAMB453_BREAST","MDA-MB-453",-0.65851533571539,-0.955878578503561,-0.955878578503561
"467",23,"Nutlin-3","MFE319_ENDOMETRIUM","MFE-319",-0.69019963711755,-0.616107178450739,-0.616107178450739
"468",24,"Nutlin-3","NCIH1581_LUNG","NCI-H1581",-0.655900078741664,-0.827144912922275,-0.827144912922275
"469",25,"Nutlin-3","NCIH1703_LUNG","NCI-H1703",-0.684848849166627,-0.229452894152017,-0.229452894152017
"470",26,"Nutlin-3","NCIH2122_LUNG","NCI-H2122",-0.68418077561108,-0.715765685155769,-0.715765685155769
"471",27,"Nutlin-3","NCIH322_LUNG","NCI-H322",-0.690748712895797,-0.931278015347459,-0.931278015347459
"472",28,"Nutlin-3","NCIH3255_LUNG","NCI-H3255",-0.68076046229805,-0.853565101834329,-0.853565101834329
"473",29,"Nutlin-3","NCIH522_LUNG","NCI-H522",-0.662852368302948,-0.671926303063953,-0.671926303063953
"474",30,"Nutlin-3","NCIH727_LUNG","NCI-H727",-0.664640518094457,-0.666357341675628,-0.666357341675628
"475",31,"Nutlin-3","PC14_LUNG","PC-14",-0.69625798230412,-0.891783718245836,-0.891783718245836
"476",32,"Nutlin-3","PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","Pfeiffer",-0.616003747326483,-0.787838406379095,-0.787838406379095
"477",33,"Nutlin-3","RERFGC1B_STOMACH","RERF-GC-1B",-0.680760311014955,-0.784471127400108,-0.784471127400108
"478",34,"Nutlin-3","SJRH30_SOFT_TISSUE","SJRH30",-0.651369919038665,-0.782463711085711,-0.782463711085711
"479",35,"Nutlin-3","SKMEL2_SKIN","SK-MEL-2",-0.671536417452527,0.410653888680485,0.410653888680485
"480",36,"Nutlin-3","SW1353_BONE","SW 1353",-0.684497609625683,-0.614423538961246,-0.614423538961246
"481",37,"Nutlin-3","SW403_LARGE_INTESTINE","SW403",-0.655452234982057,-0.763166612321515,-0.763166612321515
"482",38,"Nutlin-3","SW900_LUNG","SW 900",-0.701588176940588,-0.754683659509066,-0.754683659509066
"483",39,"Nutlin-3","T98G_CENTRAL_NERVOUS_SYSTEM","T98G",-0.688602941526877,-0.61118577071222,-0.61118577071222
"484",40,"Nutlin-3","TE5_OESOPHAGUS","TE-5",-0.675597466760838,-0.699576843910638,-0.699576843910638
"485",41,"Nutlin-3","TT2609C02_THYROID","TT2609-C02",-0.694136633942592,-0.787061341999329,-0.787061341999329
"486",42,"Nutlin-3","X8MGBA_CENTRAL_NERVOUS_SYSTEM","8-MG-BA",-0.680668531068982,-0.410249873177647,-0.410249873177647
"487",43,"Nutlin-3","ZR7530_BREAST","ZR-75-30",-0.657510289553175,-0.902636717416572,-0.902636717416572
"488",1,"Paclitaxel","A2780_OVARY","A2780",2.54670740055252,3.26779010235126,3.26779010235126
"489",2,"Paclitaxel","A375_SKIN","A-375",2.47538884835181,2.98979532048986,2.98979532048986
"490",3,"Paclitaxel","AN3CA_ENDOMETRIUM","AN3 CA",2.52637957402603,2.65533386036545,2.65533386036545
"491",4,"Paclitaxel","BFTC909_KIDNEY","BFTC-909",2.46672692463784,2.40285269230637,2.40285269230637
"492",5,"Paclitaxel","BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","BL-41",2.69930158521982,3.65165990595582,3.65165990595582
"493",6,"Paclitaxel","CAL851_BREAST","CAL-85-1",2.4325721013668,2.53560119051645,2.53560119051645
"494",7,"Paclitaxel","CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","CI-1",2.68355754925001,3.42313822293955,3.42313822293955
"495",8,"Paclitaxel","COLO678_LARGE_INTESTINE","COLO-678",2.489700671609,0.801776293162863,0.801776293162863
"496",9,"Paclitaxel","COV504_OVARY","COV504",2.44493671595238,1.48857169414632,1.48857169414632
"497",10,"Paclitaxel","DKMG_CENTRAL_NERVOUS_SYSTEM","DK-MG",2.47952119143603,2.4848977397367,2.4848977397367
"498",11,"Paclitaxel","DV90_LUNG","DV-90",2.50964924510294,3.17778014502833,3.17778014502833
"499",12,"Paclitaxel","EFE184_ENDOMETRIUM","EFE-184",2.45291192413941,0.355806094541979,0.355806094541979
"500",13,"Paclitaxel","G402_SOFT_TISSUE","G-402",2.52551350369983,2.91338398981284,2.91338398981284
"501",14,"Paclitaxel","GAMG_CENTRAL_NERVOUS_SYSTEM","GAMG",2.44862731664329,2.29160297526983,2.29160297526983
"502",15,"Paclitaxel","H4_CENTRAL_NERVOUS_SYSTEM","H4",2.46021272994753,2.4380148554908,2.4380148554908
"503",16,"Paclitaxel","HCC827_LUNG","HCC827",2.44611107291384,1.97216475982089,1.97216475982089
"504",17,"Paclitaxel","HMC18_BREAST","HMC-1-8",2.51089661113469,2.49499957667366,2.49499957667366
"505",18,"Paclitaxel","HOS_BONE","HOS",2.47481975019194,3.02204349225017,3.02204349225017
"506",19,"Paclitaxel","HS683_CENTRAL_NERVOUS_SYSTEM","Hs 683",2.44481580151836,2.90619614430001,2.90619614430001
"507",20,"Paclitaxel","HS852T_SKIN","Hs 852.T",2.48897158724779,2.13152771303797,2.13152771303797
"508",21,"Paclitaxel","HT1080_SOFT_TISSUE","HT-1080",2.46175871229269,3.39879020570687,3.39879020570687
"509",22,"Paclitaxel","HT144_SKIN","HT-144",2.46314021932095,2.07260033090569,2.07260033090569
"510",23,"Paclitaxel","HUH1_LIVER","huH-1",2.49024385921987,1.89678951498356,1.89678951498356
"511",24,"Paclitaxel","IALM_LUNG","IA-LM",2.4664130190942,-0.0514403958205506,-0.0514403958205506
"512",25,"Paclitaxel","IGROV1_OVARY","IGROV1",2.47611652489356,1.50411298174165,1.50411298174165
"513",26,"Paclitaxel","JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","JURKAT",2.64374247636859,3.76135549423284,3.76135549423284
"514",27,"Paclitaxel","JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","JVM-3",2.66795234917902,3.90634275642423,3.90634275642423
"515",28,"Paclitaxel","K029AX_SKIN","K029AX",2.48756117986427,2.45400943064099,2.45400943064099
"516",29,"Paclitaxel","KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","KARPAS-299",2.61276541722946,2.872976642065,2.872976642065
"517",30,"Paclitaxel","KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","KMS-26",2.63120158632862,3.69219676443363,3.69219676443363
"518",31,"Paclitaxel","KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","KMS-34",2.61594792978147,3.32555188791389,3.32555188791389
"519",32,"Paclitaxel","LCLC103H_LUNG","LCLC-103H",2.44953064224164,2.65455679598568,2.65455679598568
"520",33,"Paclitaxel","LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","LP-1",2.62645046816974,1.03094552982895,1.03094552982895
"521",34,"Paclitaxel","MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","MEG-01",2.59433320757188,1.71281952307389,1.71281952307389
"522",35,"Paclitaxel","MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","MOLP-8",2.61283560228599,2.164682459908,2.164682459908
"523",36,"Paclitaxel","NCIH2087_LUNG","NCI-H2087",2.46104945654024,2.61317811776312,2.61317811776312
"524",37,"Paclitaxel","NCIH23_LUNG","NCI-H23",2.4814410420853,3.30301702090067,3.30301702090067
"525",38,"Paclitaxel","NCIH3255_LUNG","NCI-H3255",2.452393580209,1.07828170162971,1.07828170162971
"526",39,"Paclitaxel","NCIH810_LUNG","NCI-H810",2.56617962658887,2.03802096600609,2.03802096600609
"527",40,"Paclitaxel","NUGC3_STOMACH","NUGC-3",2.46361349366157,3.60302862685545,3.60302862685545
"528",41,"Paclitaxel","P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","P3HR-1",2.70084116156799,2.76541798083234,2.76541798083234
"529",42,"Paclitaxel","PANC0403_PANCREAS","Panc 04.03",2.44020573619165,1.61562172023812,1.61562172023812
"530",43,"Paclitaxel","SCABER_URINARY_TRACT","SCaBER",2.43883657970646,3.29349798224853,3.29349798224853
"531",44,"Paclitaxel","SCC25_UPPER_AERODIGESTIVE_TRACT","SCC-25",2.4440811323661,3.451565828166,3.451565828166
"532",45,"Paclitaxel","SJRH30_SOFT_TISSUE","SJRH30",2.54554252654347,2.50212266682152,2.50212266682152
"533",46,"Paclitaxel","SKLU1_LUNG","SK-LU-1",2.46299629215344,2.0170402277524,2.0170402277524
"534",47,"Paclitaxel","SKMEL5_SKIN","SK-MEL-5",2.4888900953261,2.22982635707841,2.22982635707841
"535",48,"Paclitaxel","SKNFI_AUTONOMIC_GANGLIA","SK-N-FI",2.57492782616006,1.25474007120164,1.25474007120164
"536",49,"Paclitaxel","SNU449_LIVER","SNU-449",2.46080551191267,0.214898420344354,0.214898420344354
"537",50,"Paclitaxel","SW1353_BONE","SW 1353",2.44997216345822,2.53236342226743,2.53236342226743
"538",51,"Paclitaxel","SW780_URINARY_TRACT","SW 780",2.46750230621553,2.62651772294911,2.62651772294911
"539",52,"Paclitaxel","T47D_BREAST","T-47D",2.50272636001262,1.2053317277215,1.2053317277215
"540",53,"Paclitaxel","TE1_OESOPHAGUS","TE-1",2.44047011244575,1.73256990939295,1.73256990939295
"541",54,"Paclitaxel","UACC257_SKIN","UACC-257",2.49889061700281,1.38742381404674,1.38742381404674
"542",55,"Paclitaxel","VMRCRCW_KIDNEY","VMRC-RCW",2.46473439139006,-0.261571555182358,-0.261571555182358
"543",56,"Paclitaxel","X697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","697",2.65222280482685,4.09225540928332,4.09225540928332
"544",57,"Paclitaxel","X769P_KIDNEY","769-P",2.46660034611488,1.69099696507545,1.69099696507545
"545",58,"Paclitaxel","X8505C_THYROID","8505C",2.45340368740841,2.58643415202617,2.58643415202617
"546",59,"Paclitaxel","YKG1_CENTRAL_NERVOUS_SYSTEM","YKG1",2.4724716466642,2.65106000627673,2.65106000627673
"547",1,"Panobinostat","A2058_SKIN","A2058",1.78290265054602,1.87218247629096,1.87218247629096
"548",2,"Panobinostat","A375_SKIN","A-375",1.77718272435606,2.04702196173838,2.04702196173838
"549",3,"Panobinostat","A673_BONE","A-673",1.91461840426544,2.09409911207923,2.09409911207923
"550",4,"Panobinostat","ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ALL-SIL",2.1706756681292,3.13154481443224,3.13154481443224
"551",5,"Panobinostat","BT20_BREAST","BT-20",1.80386222707083,1.97753945511428,1.97753945511428
"552",6,"Panobinostat","COLO320_LARGE_INTESTINE","COLO-320",1.93390239449213,1.83468911996724,1.83468911996724
"553",7,"Panobinostat","CORL23_LUNG","COR-L23",1.80550190080016,1.6698867160918,1.6698867160918
"554",8,"Panobinostat","DBTRG05MG_CENTRAL_NERVOUS_SYSTEM","DBTRG-05MG",1.78450803134729,1.46551878421326,1.46551878421326
"555",9,"Panobinostat","EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","EB1",2.18523679954781,1.64489114520932,1.64489114520932
"556",10,"Panobinostat","FADU_UPPER_AERODIGESTIVE_TRACT","FaDu",1.7640649191309,1.68801821828635,1.68801821828635
"557",11,"Panobinostat","HEP3B217_LIVER","Hep 3B2.1-7",1.90192671232178,1.90669708582558,1.90669708582558
"558",12,"Panobinostat","HGC27_STOMACH","HGC-27",1.88214241138695,1.90475442487617,1.90475442487617
"559",13,"Panobinostat","HS229T_LUNG","Hs 229.T",1.77012114955053,1.81772321434234,1.81772321434234
"560",14,"Panobinostat","HS936T_SKIN","Hs 936.T",1.86914655692716,2.3322693444776,2.3322693444776
"561",15,"Panobinostat","HUPT3_PANCREAS","HUP-T3",1.75571958537873,1.59030237253073,1.59030237253073
"562",16,"Panobinostat","JHH7_LIVER","JHH-7",1.90303066285665,1.94419044214931,1.94419044214931
"563",17,"Panobinostat","JHOS4_OVARY","JHOS-4",1.80271770169638,1.10476664590675,1.10476664590675
"564",18,"Panobinostat","JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","JURKAT",2.07261911989736,2.54848750814758,2.54848750814758
"565",19,"Panobinostat","KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","KARPAS-299",2.05344671508005,1.81610433021783,1.81610433021783
"566",20,"Panobinostat","KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","KASUMI-2",2.11744235180681,3.19468129528825,3.19468129528825
"567",21,"Panobinostat","KP4_PANCREAS","KP4",1.76778416832772,1.5837620806677,1.5837620806677
"568",22,"Panobinostat","KYSE410_OESOPHAGUS","KYSE-410",1.7496385007776,1.72952640723886,1.72952640723886
"569",23,"Panobinostat","MDAMB175VII_BREAST","MDA-MB-175-VII",1.89700294220674,1.44518559960937,1.44518559960937
"570",24,"Panobinostat","MELHO_SKIN","MEL-HO",1.84276890369145,2.32287981655542,2.32287981655542
"571",25,"Panobinostat","MKN45_STOMACH","MKN-45",1.82444851224728,1.73988726563575,1.73988726563575
"572",26,"Panobinostat","MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","MOLT-16",2.16447972467071,2.90153375802141,2.90153375802141
"573",27,"Panobinostat","NCIH1666_LUNG","NCI-H1666",1.78210110211101,1.63323517951282,1.63323517951282
"574",28,"Panobinostat","NCIH1694_LUNG","NCI-H1694",2.027361461502,2.32637660626437,2.32637660626437
"575",29,"Panobinostat","NCIH1915_LUNG","NCI-H1915",1.82866448331339,2.18676403936636,2.18676403936636
"576",30,"Panobinostat","NCIH2122_LUNG","NCI-H2122",1.80163076351682,2.19388712951422,2.19388712951422
"577",31,"Panobinostat","NCIH2452_PLEURA","NCI-H2452",1.75411983792991,1.35109605429267,1.35109605429267
"578",32,"Panobinostat","NCIH3255_LUNG","NCI-H3255",1.81028669922474,1.86227490544894,1.86227490544894
"579",33,"Panobinostat","OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","OCI-AML5",2.09536936117741,3.04781612751242,3.04781612751242
"580",34,"Panobinostat","OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","OPM-2",2.072080652091,3.47338838616443,3.47338838616443
"581",35,"Panobinostat","P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","P12-ICHIKAWA",2.13767436295311,2.87945217856305,2.87945217856305
"582",36,"Panobinostat","PSN1_PANCREAS","PSN1",1.779995896767,1.70738007241552,1.70738007241552
"583",37,"Panobinostat","RERFGC1B_STOMACH","RERF-GC-1B",1.81385207204748,1.75484575494625,1.75484575494625
"584",38,"Panobinostat","RERFLCAI_LUNG","RERF-LC-AI",1.72918010787766,1.94937087134775,1.94937087134775
"585",39,"Panobinostat","RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","RPMI-8402",2.0987421990534,2.84811058191247,2.84811058191247
"586",40,"Panobinostat","RT112_URINARY_TRACT","RT-112",1.79074769340363,2.22471068324495,2.22471068324495
"587",41,"Panobinostat","SW1353_BONE","SW 1353",1.79330049270197,1.94665114601857,1.94665114601857
"588",42,"Panobinostat","SW620_LARGE_INTESTINE","SW620",1.84413832838175,2.16662512085741,2.16662512085741
"589",43,"Panobinostat","T84_LARGE_INTESTINE","T84",1.8351689681325,1.6140028361136,1.6140028361136
"590",44,"Panobinostat","VMRCRCW_KIDNEY","VMRC-RCW",1.81450210510294,2.90548383528522,2.90548383528522
"591",45,"Panobinostat","WM983B_SKIN","WM-983B",1.8152453952425,1.95060122328238,1.95060122328238
"592",1,"PD-0325901","A2780_OVARY","A2780",0.0369513614016008,1.37648015736503,1.37648015736503
"593",2,"PD-0325901","A549_LUNG","A549",0.0621972400446422,1.05840180458069,1.05840180458069
"594",3,"PD-0325901","ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ALL-SIL",0.0405676722283268,0.164065458834641,0.164065458834641
"595",4,"PD-0325901","CAKI2_KIDNEY","Caki-2",0.0623161880046533,0.234713562028395,0.234713562028395
"596",5,"PD-0325901","CAL78_BONE","CAL-78",0.0367137334222415,-0.834268003070132,-0.834268003070132
"597",6,"PD-0325901","CALU1_LUNG","Calu-1",0.0562467769227545,0.467768120593309,0.467768120593309
"598",7,"PD-0325901","CALU6_LUNG","Calu-6",0.0617348248884525,1.14756994215887,1.14756994215887
"599",8,"PD-0325901","COLO320_LARGE_INTESTINE","COLO-320",0.0472077914808695,-0.947428003373602,-0.947428003373602
"600",9,"PD-0325901","DV90_LUNG","DV-90",0.0873030784920573,1.71081210675949,1.71081210675949
"601",10,"PD-0325901","EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","EB1",0.0426214808203084,-0.359870199222797,-0.359870199222797
"602",11,"PD-0325901","F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","F-36P",0.0508462430192094,1.4949824752794,1.4949824752794
"603",12,"PD-0325901","FADU_UPPER_AERODIGESTIVE_TRACT","FaDu",0.0819544363458764,0.530775090719361,0.530775090719361
"604",13,"PD-0325901","G401_SOFT_TISSUE","G-401",0.0394901603580062,0.421986077552077,0.421986077552077
"605",14,"PD-0325901","GCT_SOFT_TISSUE","GCT",0.0485028931984942,0.398091347874263,0.398091347874263
"606",15,"PD-0325901","GI1_CENTRAL_NERVOUS_SYSTEM","GI-1",0.0369037439552763,-0.459658216657788,-0.459658216657788
"607",16,"PD-0325901","HCC827_LUNG","HCC827",0.0747192181257008,-0.484070989255447,-0.484070989255447
"608",17,"PD-0325901","HCT15_LARGE_INTESTINE","HCT-15",0.0802995980157796,-0.0436049966579069,-0.0436049966579069
"609",18,"PD-0325901","HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","HD-MY-Z",0.0424197123073271,2.08095377298818,2.08095377298818
"610",19,"PD-0325901","HEC251_ENDOMETRIUM","HEC-251",0.0722251322716681,-0.19034065370378,-0.19034065370378
"611",20,"PD-0325901","HS229T_LUNG","Hs 229.T",0.0359809757007615,-0.646153667801704,-0.646153667801704
"612",21,"PD-0325901","HS739T_BREAST","Hs 739.T",0.0318653794771852,-0.010385494422897,-0.010385494422897
"613",22,"PD-0325901","HS840T_UPPER_AERODIGESTIVE_TRACT","Hs 840.T",0.0364499492307802,-0.237094027219719,-0.237094027219719
"614",23,"PD-0325901","JHH2_LIVER","JHH-2",0.0559970840212842,-0.311238920122422,-0.311238920122422
"615",24,"PD-0325901","JHOS4_OVARY","JHOS-4",0.0737364228761977,-0.557568328508344,-0.557568328508344
"616",25,"PD-0325901","KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","KARPAS-299",0.0536250962071476,-0.00442800084468856,-0.00442800084468856
"617",26,"PD-0325901","KE39_STOMACH","KE-39",0.0926265514190762,-0.267464293395586,-0.267464293395586
"618",27,"PD-0325901","KMRC1_KIDNEY","KMRC-1",0.0529376061474802,0.0518444113233887,0.0518444113233887
"619",28,"PD-0325901","KMRC2_KIDNEY","KMRC-2",0.0541795904721542,-0.280933409311536,-0.280933409311536
"620",29,"PD-0325901","KYM1_SOFT_TISSUE","KYM-1",0.0393680513133993,0.110253750535823,0.110253750535823
"621",30,"PD-0325901","KYSE70_OESOPHAGUS","KYSE-70",0.0631600190385114,0.798538524913837,0.798538524913837
"622",31,"PD-0325901","MDAMB436_BREAST","MDA-MB-436",0.0525977373163733,-0.378519744337189,-0.378519744337189
"623",32,"PD-0325901","MELHO_SKIN","MEL-HO",0.0579984036695802,2.37248242613051,2.37248242613051
"624",33,"PD-0325901","MFE280_ENDOMETRIUM","MFE-280",0.0522900685272577,-0.0165372540960471,-0.0165372540960471
"625",34,"PD-0325901","MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","Mino",0.0458562200570736,-0.79463771970205,-0.79463771970205
"626",35,"PD-0325901","NCIH2286_LUNG","NCI-H2286",0.0508159113307213,1.13630250865226,1.13630250865226
"627",36,"PD-0325901","NCIH23_LUNG","NCI-H23",0.0529281141105931,0.464659863074244,0.464659863074244
"628",37,"PD-0325901","NCIH2452_PLEURA","NCI-H2452",0.0526716680040208,-0.18917505713413,-0.18917505713413
"629",38,"PD-0325901","NCIH520_LUNG","NCI-H520",0.0599204345601474,-0.846377256321491,-0.846377256321491
"630",39,"PD-0325901","NCIH647_LUNG","NCI-H647",0.0700706174517298,-0.427992843182311,-0.427992843182311
"631",40,"PD-0325901","NCIH810_LUNG","NCI-H810",0.0532718286350191,-0.884582921660001,-0.884582921660001
"632",41,"PD-0325901","PANC0203_PANCREAS","Panc 02.03",0.0913305647473393,2.16228651140372,2.16228651140372
"633",42,"PD-0325901","RERFLCAI_LUNG","RERF-LC-AI",0.0523873146895279,-0.202320396225177,-0.202320396225177
"634",43,"PD-0325901","SCC9_UPPER_AERODIGESTIVE_TRACT","SCC-9",0.0741782309558258,0.783256258778433,0.783256258778433
"635",44,"PD-0325901","SHP77_LUNG","SHP-77",0.0443126339783948,-0.535098216860101,-0.535098216860101
"636",45,"PD-0325901","SKCO1_LARGE_INTESTINE","SK-CO-1",0.0992866532276958,1.3183945949775,1.3183945949775
"637",46,"PD-0325901","SKMEL2_SKIN","SK-MEL-2",0.0529388851865003,1.01378535810911,1.01378535810911
"638",47,"PD-0325901","SNU423_LIVER","SNU-423",0.0451028130195866,-0.715118131505964,-0.715118131505964
"639",48,"PD-0325901","SNU475_LIVER","SNU-475",0.0447028406277733,-0.330536018886619,-0.330536018886619
"640",49,"PD-0325901","SNUC2A_LARGE_INTESTINE","SNU-C2A",0.0859511589299733,0.260162420465742,0.260162420465742
"641",50,"PD-0325901","SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","SU-DHL-4",0.0406142629203364,-0.503821375574507,-0.503821375574507
"642",51,"PD-0325901","SW480_LARGE_INTESTINE","SW480",0.0755866158369212,1.14718140996899,1.14718140996899
"643",52,"PD-0325901","T47D_BREAST","T-47D",0.0707239624355627,-0.952779386735593,-0.952779386735593
"644",53,"PD-0325901","T98G_CENTRAL_NERVOUS_SYSTEM","T98G",0.0424555812596905,-0.408760499783094,-0.408760499783094
"645",54,"PD-0325901","TC71_BONE","TC-71",0.0399098486911598,-0.955878578503561,-0.955878578503561
"646",55,"PD-0325901","TOV21G_OVARY","TOV-21G",0.0586490116481383,-0.0865378036399959,-0.0865378036399959
"647",56,"PD-0325901","UACC257_SKIN","UACC-257",0.0568367772925369,1.7829495833478,1.7829495833478
"648",57,"PD-0325901","WM793_SKIN","WM-793",0.0454751373253296,1.01767068000794,1.01767068000794
"649",1,"PD-0332991","ASPC1_PANCREAS","AsPC-1",-0.651128424707073,-0.955878578503561,-0.955878578503561
"650",2,"PD-0332991","BCPAP_THYROID","B-CPAP",-0.663833860847953,-0.706376157233593,-0.706376157233593
"651",3,"PD-0332991","BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","BDCM",-0.530562757678647,-0.4266977358827,-0.4266977358827
"652",4,"PD-0332991","CAL27_UPPER_AERODIGESTIVE_TRACT","CAL 27",-0.687780618064986,-0.955878578503561,-0.955878578503561
"653",5,"PD-0332991","CAMA1_BREAST","CAMA-1",-0.642830754231262,-0.814841393575975,-0.814841393575975
"654",6,"PD-0332991","CAS1_CENTRAL_NERVOUS_SYSTEM","CAS-1",-0.699412370765466,-0.86476777997596,-0.86476777997596
"655",7,"PD-0332991","CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","CI-1",-0.507842835959986,-0.294467280592466,-0.294467280592466
"656",8,"PD-0332991","DAOY_CENTRAL_NERVOUS_SYSTEM","Daoy",-0.696975051744444,-0.948904425695158,-0.948904425695158
"657",9,"PD-0332991","DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","DEL",-0.582858073760857,0.104684789147498,0.104684789147498
"658",10,"PD-0332991","G361_SKIN","G-361",-0.672956143887434,-0.538335985109128,-0.538335985109128
"659",11,"PD-0332991","GCIY_STOMACH","GCIY",-0.68905374789476,-0.81555370259076,-0.81555370259076
"660",12,"PD-0332991","GCT_SOFT_TISSUE","GCT",-0.699777699124686,-0.334032808595567,-0.334032808595567
"661",13,"PD-0332991","HDQP1_BREAST","HDQ-P1",-0.692718685459251,1.12102024251686,1.12102024251686
"662",14,"PD-0332991","HEC265_ENDOMETRIUM","HEC-265",-0.696956450115824,-0.904631182657972,-0.904631182657972
"663",15,"PD-0332991","HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","HH",-0.523207458035369,0.0721128405622934,0.0721128405622934
"664",16,"PD-0332991","HS852T_SKIN","Hs 852.T",-0.661792831377859,-0.670954972589245,-0.670954972589245
"665",17,"PD-0332991","HS939T_SKIN","Hs 939.T",-0.696411386700254,-0.62594999392778,-0.62594999392778
"666",18,"PD-0332991","IM95_STOMACH","IM95",-0.629719746589718,0.852868276132498,0.852868276132498
"667",19,"PD-0332991","JHH4_LIVER","JHH-4",-0.690129050009497,-0.85855126493783,-0.85855126493783
"668",20,"PD-0332991","KALS1_CENTRAL_NERVOUS_SYSTEM","KALS-1",-0.697525375550312,-0.487956311154278,-0.487956311154278
"669",21,"PD-0332991","LUDLU1_LUNG","LUDLU-1",-0.68748090692982,-0.516901959300573,-0.516901959300573
"670",22,"PD-0332991","MCF7_BREAST","MCF7",-0.654884137052906,-0.826950646827333,-0.826950646827333
"671",23,"PD-0332991","MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","Mino",-0.509869398789227,-0.261895332007261,-0.261895332007261
"672",24,"PD-0332991","MOGGCCM_CENTRAL_NERVOUS_SYSTEM","MOG-G-CCM",-0.688543696164109,-0.854665943038998,-0.854665943038998
"673",25,"PD-0332991","MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","MONO-MAC-1",-0.519618198211639,0.391745322106171,0.391745322106171
"674",26,"PD-0332991","NCIH1048_LUNG","NCI-H1048",-0.652260441940834,-0.945919203369556,-0.945919203369556
